transactionid,cashierid,transactiontime,totalamount,paymentmethod,status
527,4,2025-05-21 15:11:45,5.13,card,completed
528,3,2025-05-21 19:30:35,6.18,card,completed
529,4,2025-05-21 21:55:30,4.81,applepay,completed
530,1,2025-05-21 17:26:10,10.79,card,completed
531,3,2025-05-22 20:16:02,5.35,card,completed
532,1,2025-05-22 18:09:37,4.85,card,completed
533,2,2025-05-22 21:49:40,0.00,applepay,voided
534,2,2025-05-22 19:33:16,10.47,cash,completed
535,3,2025-05-22 17:29:31,10.69,card,completed
536,3,2025-05-22 21:31:10,5.46,card,completed
537,1,2025-05-22 16:06:42,16.29,card,completed
538,3,2025-05-22 16:07:10,6.84,card,completed
539,3,2025-05-22 13:13:59,6.37,card,completed
540,2,2025-05-22 17:30:39,5.72,card,completed
541,2,2025-05-22 15:01:17,10.33,card,completed
542,3,2025-05-22 12:04:39,16.09,applepay,completed
543,3,2025-05-22 20:03:25,12.58,applepay,completed
544,4,2025-05-22 19:57:20,4.90,card,completed
545,2,2025-05-22 16:34:29,22.12,card,completed
546,2,2025-05-22 20:21:18,5.28,card,completed
547,3,2025-05-22 13:41:34,10.63,card,completed
548,1,2025-05-22 14:45:14,5.33,applepay,completed
549,1,2025-05-22 12:53:04,10.21,card,completed
550,2,2025-05-22 14:57:03,5.39,cash,completed
551,3,2025-05-22 20:39:00,11.16,card,completed
552,1,2025-05-22 17:26:15,5.40,card,completed
553,2,2025-05-22 18:28:04,10.76,cash,completed
554,4,2025-05-22 11:36:09,9.77,card,completed
555,1,2025-05-22 20:58:02,10.84,cash,completed
556,2,2025-05-22 14:18:28,6.22,applepay,completed
557,1,2025-05-22 12:38:42,5.25,card,completed
558,1,2025-05-22 13:29:44,10.88,applepay,completed
559,4,2025-05-22 19:33:12,16.14,card,completed
560,4,2025-05-22 18:05:41,5.83,applepay,completed
561,1,2025-05-22 15:54:34,5.28,card,completed
562,4,2025-05-22 19:14:40,0.00,applepay,voided
563,2,2025-05-22 22:08:29,11.21,applepay,completed
564,2,2025-05-22 14:49:02,5.46,card,completed
565,4,2025-05-22 22:12:56,22.70,card,completed
566,4,2025-05-22 16:44:33,22.56,card,completed
567,4,2025-05-22 16:23:57,4.55,cash,completed
568,2,2025-05-22 13:46:51,6.02,card,completed
569,3,2025-05-22 16:00:43,5.09,card,completed
570,2,2025-05-22 11:27:01,16.02,card,completed
571,2,2025-05-22 18:25:23,5.48,card,completed
572,1,2025-05-22 15:21:01,16.22,card,completed
573,4,2025-05-22 11:34:45,25.54,card,completed
574,1,2025-05-22 19:22:55,11.56,card,completed
575,3,2025-05-22 18:53:04,16.23,cash,completed
576,1,2025-05-22 11:36:59,4.52,card,completed
577,3,2025-05-22 19:02:07,5.16,card,completed
578,4,2025-05-22 18:26:23,15.71,applepay,completed
579,2,2025-05-22 19:00:17,5.87,card,completed
580,2,2025-05-22 12:46:22,5.30,card,completed
581,2,2025-05-22 20:14:56,10.91,card,completed
582,4,2025-05-22 12:47:23,10.59,card,completed
583,2,2025-05-22 20:19:16,21.73,card,completed
584,2,2025-05-22 14:03:53,5.30,card,completed
585,1,2025-05-22 15:25:16,16.13,card,completed
586,2,2025-05-22 12:54:32,5.76,card,completed
587,4,2025-05-22 11:22:02,5.39,card,completed
588,2,2025-05-22 17:14:24,5.13,applepay,completed
589,2,2025-05-22 21:57:22,5.14,applepay,completed
590,2,2025-05-22 18:49:45,6.21,card,completed
591,3,2025-05-22 14:36:02,5.39,card,completed
592,1,2025-05-22 21:29:49,5.48,card,completed
593,1,2025-05-22 11:05:16,6.37,card,completed
594,4,2025-05-22 13:27:22,11.69,cash,completed
595,4,2025-05-22 20:44:29,4.77,card,completed
596,2,2025-05-22 22:26:59,15.04,card,completed
597,3,2025-05-22 12:31:55,5.33,card,completed
598,4,2025-05-22 17:42:39,16.28,card,completed
599,4,2025-05-22 21:36:07,11.19,card,completed
600,2,2025-05-22 19:51:04,17.23,cash,completed
601,2,2025-05-22 17:22:44,17.26,card,completed
602,4,2025-05-22 17:37:49,15.62,applepay,completed
603,2,2025-05-22 14:46:42,16.41,card,completed
604,3,2025-05-22 20:40:39,9.84,card,completed
605,2,2025-05-22 21:39:42,10.42,card,completed
606,2,2025-05-22 20:59:43,16.63,card,completed
607,4,2025-05-22 14:33:00,11.16,card,completed
608,1,2025-05-22 17:47:48,5.49,card,completed
609,1,2025-05-22 16:33:46,31.48,card,completed
610,4,2025-05-22 21:17:15,10.97,applepay,completed
611,3,2025-05-22 15:32:31,5.88,card,completed
612,2,2025-05-22 12:07:05,5.85,card,completed
613,4,2025-05-22 21:40:14,4.73,card,completed
614,1,2025-05-22 20:12:00,15.80,card,completed
615,2,2025-05-22 19:26:14,5.49,applepay,completed
616,1,2025-05-22 15:04:36,4.74,applepay,completed
617,4,2025-05-22 17:44:25,10.87,applepay,completed
618,4,2025-05-22 17:13:45,5.34,card,completed
619,3,2025-05-22 19:34:49,11.53,card,completed
620,3,2025-05-22 13:47:35,9.60,card,completed
621,1,2025-05-22 13:14:25,4.55,card,completed
622,1,2025-05-22 14:45:17,16.08,applepay,completed
623,4,2025-05-22 17:01:05,10.96,applepay,completed
624,1,2025-05-22 19:16:28,10.40,card,completed
625,3,2025-05-22 18:10:58,5.30,cash,completed
626,1,2025-05-22 15:06:19,9.07,card,completed
627,2,2025-05-22 14:57:58,5.57,card,completed
628,2,2025-05-22 15:49:48,11.99,card,completed
629,3,2025-05-22 16:58:46,9.83,card,completed
630,4,2025-05-22 11:44:11,6.67,card,completed
631,1,2025-05-22 17:52:49,5.49,card,completed
632,3,2025-05-22 15:49:25,8.82,card,completed
633,3,2025-05-22 15:54:52,10.86,card,completed
634,4,2025-05-22 21:54:11,5.33,card,completed
635,4,2025-05-22 21:04:43,5.35,applepay,completed
636,3,2025-05-22 16:20:13,5.51,card,completed
637,2,2025-05-22 13:47:46,10.46,cash,completed
638,3,2025-05-22 19:47:05,9.78,card,completed
639,3,2025-05-22 12:05:08,26.35,applepay,completed
640,3,2025-05-22 13:16:32,10.89,card,completed
641,1,2025-05-22 21:32:49,5.52,card,completed
642,1,2025-05-22 22:28:20,5.54,card,completed
643,2,2025-05-22 17:45:52,10.20,card,completed
644,4,2025-05-22 15:57:58,10.72,card,completed
645,4,2025-05-22 12:57:54,5.27,card,completed
646,4,2025-05-22 13:34:19,5.84,card,completed
647,2,2025-05-22 20:56:48,5.41,applepay,completed
648,1,2025-05-22 17:45:27,5.12,card,completed
649,4,2025-05-22 17:29:21,5.13,card,completed
650,4,2025-05-22 17:38:16,11.17,applepay,completed
651,4,2025-05-22 13:23:22,6.10,applepay,completed
652,1,2025-05-22 21:17:56,6.04,card,completed
653,4,2025-05-22 17:48:55,5.92,cash,completed
654,4,2025-05-22 19:52:02,11.43,card,completed
655,1,2025-05-22 11:25:10,10.76,applepay,completed
656,1,2025-05-22 12:59:27,10.72,card,completed
657,4,2025-05-22 17:02:50,16.53,applepay,completed
658,4,2025-05-22 22:54:30,15.51,card,completed
659,4,2025-05-22 17:44:29,16.90,card,completed
660,1,2025-05-22 19:16:57,5.79,cash,completed
661,4,2025-05-22 15:25:41,4.47,card,completed
662,3,2025-05-22 18:35:18,5.41,card,completed
663,1,2025-05-22 13:06:34,10.65,card,completed
664,1,2025-05-22 16:42:30,16.04,card,completed
665,1,2025-05-22 13:45:45,10.43,applepay,completed
666,4,2025-05-22 13:25:22,12.24,card,completed
667,4,2025-05-22 17:29:00,5.35,cash,completed
668,4,2025-05-22 16:45:37,10.89,card,completed
669,3,2025-05-22 16:52:16,15.80,card,completed
670,4,2025-05-22 16:07:48,5.33,card,completed
671,2,2025-05-22 12:13:08,9.69,card,completed
672,1,2025-05-22 18:29:06,27.67,card,completed
673,4,2025-05-22 19:15:06,5.27,card,completed
674,3,2025-05-22 14:00:08,6.18,card,completed
675,2,2025-05-22 14:04:19,6.17,cash,completed
676,3,2025-05-22 15:20:58,5.21,card,completed
677,3,2025-05-22 12:04:37,5.28,card,completed
678,2,2025-05-22 13:14:45,11.40,cash,completed
679,1,2025-05-22 13:14:23,5.21,card,completed
680,2,2025-05-22 19:41:45,6.05,card,completed
681,3,2025-05-22 16:26:14,5.52,card,completed
682,4,2025-05-22 17:13:05,20.20,applepay,completed
683,1,2025-05-22 12:16:08,4.74,applepay,completed
684,1,2025-05-22 16:16:10,4.85,card,completed
685,2,2025-05-22 16:05:34,15.55,card,completed
686,4,2025-05-22 20:22:50,0.00,cash,voided
687,3,2025-05-22 17:40:51,5.35,cash,completed
688,3,2025-05-22 12:09:15,10.99,applepay,completed
689,4,2025-05-22 17:31:48,27.87,card,completed
690,1,2025-05-22 14:27:29,10.96,card,completed
691,3,2025-05-22 16:25:57,5.52,card,completed
692,3,2025-05-22 19:23:12,10.63,card,completed
693,2,2025-05-22 12:06:24,16.43,card,completed
694,3,2025-05-22 13:12:59,5.39,card,completed
695,2,2025-05-22 18:21:43,15.19,card,completed
696,1,2025-05-22 16:14:08,10.29,card,completed
697,2,2025-05-22 22:41:49,5.43,card,completed
698,4,2025-05-22 14:08:06,6.00,card,completed
699,2,2025-05-22 16:34:37,5.37,applepay,completed
700,1,2025-05-22 13:38:00,10.75,card,completed
701,1,2025-05-22 20:14:49,26.98,card,completed
702,3,2025-05-22 19:36:21,5.17,card,completed
703,3,2025-05-22 15:12:41,5.12,cash,completed
704,4,2025-05-22 18:04:20,15.83,cash,completed
705,4,2025-05-22 14:06:16,5.21,card,completed
706,2,2025-05-22 17:23:28,19.87,card,completed
707,3,2025-05-22 12:31:58,10.84,card,completed
708,3,2025-05-22 15:45:10,16.14,card,completed
709,2,2025-05-22 18:32:32,5.95,applepay,completed
710,2,2025-05-22 14:07:09,10.43,applepay,completed
711,4,2025-05-22 11:35:40,5.45,card,completed
712,3,2025-05-22 16:16:35,6.02,card,completed
713,3,2025-05-22 12:35:09,11.00,card,completed
714,2,2025-05-22 12:32:43,10.06,card,completed
715,2,2025-05-22 13:24:32,11.66,applepay,completed
716,2,2025-05-22 13:03:45,5.34,applepay,completed
717,4,2025-05-22 22:54:16,5.42,cash,completed
718,3,2025-05-22 13:57:33,10.67,card,completed
719,3,2025-05-22 16:13:35,10.61,card,completed
720,3,2025-05-22 12:16:43,10.22,applepay,completed
721,3,2025-05-22 22:37:26,20.01,applepay,completed
722,1,2025-05-22 22:40:46,0.00,card,voided
723,1,2025-05-22 21:38:18,6.43,applepay,completed
724,3,2025-05-22 20:10:06,5.83,applepay,completed
725,1,2025-05-22 15:35:58,10.11,card,completed
726,1,2025-05-22 13:46:25,10.43,cash,completed
727,1,2025-05-22 21:03:38,10.56,card,completed
728,2,2025-05-22 13:22:23,4.91,card,completed
729,3,2025-05-22 18:00:24,6.05,card,completed
730,1,2025-05-22 19:43:06,5.40,card,completed
731,4,2025-05-22 14:39:33,5.36,card,completed
732,3,2025-05-22 12:50:58,5.95,card,completed
733,2,2025-05-22 22:05:55,5.95,card,completed
734,3,2025-05-22 19:35:29,5.29,card,completed
735,4,2025-05-22 11:42:24,15.40,card,completed
736,3,2025-05-22 11:00:55,4.99,applepay,completed
737,3,2025-05-22 14:45:46,9.85,card,completed
738,2,2025-05-22 16:38:38,10.14,applepay,completed
739,3,2025-05-22 21:20:47,0.00,card,voided
740,2,2025-05-22 15:12:17,21.65,card,completed
741,1,2025-05-22 17:10:44,16.19,card,completed
742,4,2025-05-22 13:19:31,5.58,card,completed
743,1,2025-05-22 13:16:20,5.27,card,completed
744,1,2025-05-22 12:04:12,5.26,applepay,completed
745,4,2025-05-22 17:33:15,6.86,applepay,completed
746,3,2025-05-22 14:29:10,17.39,applepay,completed
747,4,2025-05-22 20:39:32,11.44,cash,completed
748,4,2025-05-22 13:35:36,0.00,card,voided
749,3,2025-05-22 18:54:44,5.80,card,completed
750,2,2025-05-22 15:46:01,5.95,card,completed
751,3,2025-05-22 21:17:23,5.57,cash,completed
752,2,2025-05-22 13:29:58,5.03,card,completed
753,1,2025-05-22 22:41:11,5.32,applepay,completed
754,2,2025-05-22 18:28:51,5.08,card,completed
755,4,2025-05-22 15:45:25,5.38,applepay,completed
756,1,2025-05-22 16:05:18,9.36,card,completed
757,4,2025-05-22 19:15:02,5.28,cash,completed
758,4,2025-05-22 20:48:53,11.32,applepay,completed
759,3,2025-05-22 20:41:16,5.06,card,completed
760,2,2025-05-22 15:33:23,16.40,card,completed
761,4,2025-05-22 22:49:13,15.35,card,completed
762,3,2025-05-22 17:47:36,20.59,card,completed
763,3,2025-05-22 17:51:23,5.31,card,completed
764,2,2025-05-22 12:25:02,5.28,card,completed
765,4,2025-05-22 17:53:44,10.16,cash,completed
766,2,2025-05-22 20:18:52,10.61,card,completed
767,2,2025-05-22 12:21:58,5.13,card,completed
768,2,2025-05-22 14:23:32,10.11,card,completed
769,2,2025-05-22 17:30:19,5.21,card,completed
770,4,2025-05-22 16:30:37,10.52,card,completed
771,2,2025-05-22 19:34:11,10.72,card,completed
772,2,2025-05-22 12:51:59,12.36,card,completed
773,2,2025-05-22 11:13:17,4.67,card,completed
774,3,2025-05-22 18:01:25,9.84,card,completed
775,2,2025-05-22 17:27:16,5.40,card,completed
776,3,2025-05-22 18:12:58,10.94,applepay,completed
777,4,2025-05-22 12:40:42,20.90,cash,completed
778,1,2025-05-22 20:13:09,11.12,card,completed
779,4,2025-05-22 18:53:59,16.11,card,completed
780,2,2025-05-22 19:50:37,5.24,card,completed
781,4,2025-05-22 21:39:29,11.72,card,completed
782,2,2025-05-22 12:31:29,10.44,card,completed
783,1,2025-05-22 15:17:56,6.20,cash,completed
784,4,2025-05-22 15:21:13,16.88,card,completed
785,1,2025-05-22 16:47:27,11.11,card,completed
786,1,2025-05-22 15:45:12,15.47,card,completed
787,3,2025-05-22 22:12:15,14.62,card,completed
788,2,2025-05-22 19:57:55,11.16,cash,completed
789,3,2025-05-22 16:20:38,5.47,card,completed
790,3,2025-05-22 17:46:29,11.16,applepay,completed
791,1,2025-05-22 19:01:13,21.11,applepay,completed
792,4,2025-05-22 15:27:51,5.40,card,completed
793,1,2025-05-22 21:28:32,11.26,applepay,completed
794,1,2025-05-22 20:34:14,5.11,card,completed
795,2,2025-05-22 17:19:19,15.52,card,completed
796,3,2025-05-22 14:03:36,9.95,cash,completed
797,2,2025-05-22 12:28:44,5.41,card,completed
798,4,2025-05-22 17:53:11,4.92,card,completed
799,4,2025-05-22 20:23:59,4.69,applepay,completed
800,2,2025-05-22 19:17:09,0.00,card,voided
801,2,2025-05-22 15:56:29,21.71,card,completed
802,2,2025-05-22 13:51:37,26.20,cash,completed
803,2,2025-05-22 13:47:51,5.81,card,completed
804,3,2025-05-22 13:09:07,10.70,applepay,completed
805,1,2025-05-22 21:28:42,10.81,applepay,completed
806,4,2025-05-23 19:07:43,5.40,applepay,completed
807,3,2025-05-23 22:44:13,10.89,card,completed
808,3,2025-05-23 17:45:20,21.99,applepay,completed
809,3,2025-05-23 14:53:49,26.95,card,completed
810,4,2025-05-23 14:23:46,10.80,card,completed
811,3,2025-05-23 17:09:15,6.47,cash,completed
812,3,2025-05-23 19:59:50,11.51,card,completed
813,4,2025-05-23 15:55:15,6.15,applepay,completed
814,1,2025-05-23 12:28:21,5.25,card,completed
815,4,2025-05-23 18:00:36,11.28,card,completed
816,3,2025-05-23 20:38:07,21.88,card,completed
817,3,2025-05-23 18:13:55,5.02,card,completed
818,3,2025-05-23 12:56:57,5.34,cash,completed
819,3,2025-05-23 21:26:34,5.40,card,completed
820,1,2025-05-23 12:11:10,4.97,card,completed
821,1,2025-05-23 21:03:21,5.98,card,completed
822,4,2025-05-23 17:47:22,5.51,applepay,completed
823,2,2025-05-23 17:05:32,5.44,cash,completed
824,1,2025-05-23 16:51:31,16.89,card,completed
825,4,2025-05-23 18:43:03,15.67,card,completed
826,2,2025-05-23 16:52:31,10.86,card,completed
827,1,2025-05-23 14:41:17,12.70,card,completed
828,3,2025-05-23 13:05:53,10.26,card,completed
829,1,2025-05-23 14:15:34,16.50,card,completed
830,1,2025-05-23 13:52:49,4.65,card,completed
831,4,2025-05-23 20:45:52,27.13,applepay,completed
832,4,2025-05-23 21:37:48,4.84,card,completed
833,3,2025-05-23 14:08:38,21.25,card,completed
834,2,2025-05-23 20:26:39,11.07,card,completed
835,4,2025-05-23 20:56:12,10.23,applepay,completed
836,1,2025-05-23 18:13:52,11.57,card,completed
837,2,2025-05-23 22:30:40,5.00,card,completed
838,1,2025-05-23 17:35:56,21.09,card,completed
839,1,2025-05-23 17:40:05,5.32,card,completed
840,2,2025-05-23 20:32:14,15.44,applepay,completed
841,2,2025-05-23 17:24:02,10.81,card,completed
842,1,2025-05-23 12:24:52,0.00,card,voided
843,4,2025-05-23 15:58:53,10.15,card,completed
844,2,2025-05-23 14:44:05,10.01,card,completed
845,3,2025-05-23 13:23:54,16.81,card,completed
846,3,2025-05-23 18:51:50,10.76,applepay,completed
847,3,2025-05-23 16:13:12,10.77,card,completed
848,2,2025-05-23 20:50:26,10.78,card,completed
849,3,2025-05-23 18:02:59,5.58,card,completed
850,2,2025-05-23 19:45:33,5.82,card,completed
851,4,2025-05-23 12:02:23,5.32,card,completed
852,4,2025-05-23 16:37:18,5.82,card,completed
853,4,2025-05-23 17:51:25,4.83,card,completed
854,3,2025-05-23 18:31:37,10.94,applepay,completed
855,1,2025-05-23 20:28:18,9.58,card,completed
856,2,2025-05-23 19:36:59,5.30,card,completed
857,2,2025-05-23 13:50:48,5.81,card,completed
858,2,2025-05-23 20:35:04,11.01,card,completed
859,2,2025-05-23 22:19:01,16.52,cash,completed
860,3,2025-05-23 20:07:46,5.36,card,completed
861,2,2025-05-23 17:56:43,5.41,card,completed
862,1,2025-05-23 17:42:06,15.57,card,completed
863,4,2025-05-23 16:15:22,5.55,card,completed
864,2,2025-05-23 20:36:41,11.17,card,completed
865,2,2025-05-23 18:56:58,17.34,applepay,completed
866,3,2025-05-23 18:05:59,5.57,card,completed
867,4,2025-05-23 11:54:45,5.39,card,completed
868,2,2025-05-23 13:04:25,11.55,card,completed
869,2,2025-05-23 15:05:04,5.10,card,completed
870,3,2025-05-23 17:40:02,5.33,card,completed
871,2,2025-05-23 18:41:02,15.49,card,completed
872,4,2025-05-23 15:27:16,4.88,card,completed
873,4,2025-05-23 19:23:39,5.31,card,completed
874,1,2025-05-23 18:53:47,11.59,cash,completed
875,1,2025-05-23 15:46:10,21.95,card,completed
876,2,2025-05-23 20:30:43,5.38,applepay,completed
877,3,2025-05-23 13:01:01,4.89,card,completed
878,4,2025-05-23 15:19:23,11.01,applepay,completed
879,1,2025-05-23 16:01:38,11.61,card,completed
880,2,2025-05-23 17:26:52,5.86,card,completed
881,2,2025-05-23 22:50:38,5.40,card,completed
882,1,2025-05-23 22:17:26,10.94,card,completed
883,1,2025-05-23 20:48:53,5.49,card,completed
884,3,2025-05-23 17:28:03,15.89,card,completed
885,4,2025-05-23 22:46:05,5.88,card,completed
886,4,2025-05-23 16:26:08,11.14,applepay,completed
887,3,2025-05-23 13:15:13,22.67,applepay,completed
888,4,2025-05-23 22:41:43,6.03,card,completed
889,2,2025-05-23 19:07:49,5.77,applepay,completed
890,3,2025-05-23 18:05:26,5.32,cash,completed
891,2,2025-05-23 18:11:34,5.85,card,completed
892,4,2025-05-23 13:42:47,5.11,card,completed
893,2,2025-05-23 17:36:59,15.47,card,completed
894,1,2025-05-23 17:54:56,5.16,card,completed
895,3,2025-05-23 12:34:28,5.29,card,completed
896,4,2025-05-23 22:11:02,16.42,cash,completed
897,3,2025-05-23 12:13:42,20.71,card,completed
898,1,2025-05-23 17:12:31,5.96,applepay,completed
899,2,2025-05-23 22:34:02,10.72,card,completed
900,3,2025-05-23 19:19:08,5.94,card,completed
901,1,2025-05-23 15:56:02,16.84,card,completed
902,2,2025-05-23 15:07:28,20.49,applepay,completed
903,3,2025-05-23 15:12:20,5.39,card,completed
904,1,2025-05-23 16:30:27,4.84,card,completed
905,2,2025-05-23 11:51:40,4.70,card,completed
906,1,2025-05-23 12:37:03,5.38,cash,completed
907,4,2025-05-23 11:48:34,5.87,card,completed
908,2,2025-05-23 20:25:44,15.82,applepay,completed
909,2,2025-05-23 17:45:35,4.79,card,completed
910,1,2025-05-23 16:05:24,5.16,card,completed
911,3,2025-05-23 13:33:36,6.48,card,completed
912,1,2025-05-23 13:10:06,6.18,cash,completed
913,2,2025-05-23 14:15:39,21.94,card,completed
914,1,2025-05-23 16:57:28,5.23,card,completed
915,4,2025-05-23 15:47:55,6.61,card,completed
916,1,2025-05-23 16:06:30,31.47,applepay,completed
917,1,2025-05-23 20:12:49,4.65,card,completed
918,3,2025-05-23 19:38:45,21.45,applepay,completed
919,3,2025-05-23 12:43:16,8.93,card,completed
920,2,2025-05-23 22:03:32,5.27,card,completed
921,3,2025-05-23 13:42:42,10.88,card,completed
922,4,2025-05-23 14:37:59,10.21,cash,completed
923,2,2025-05-23 18:11:03,5.93,card,completed
924,4,2025-05-23 13:08:45,6.09,card,completed
925,2,2025-05-23 15:28:56,5.54,card,completed
926,1,2025-05-23 16:44:15,15.57,card,completed
927,1,2025-05-23 15:23:39,12.12,applepay,completed
928,4,2025-05-23 19:58:58,6.37,card,completed
929,2,2025-05-23 15:46:27,9.70,cash,completed
930,1,2025-05-23 12:44:28,9.51,card,completed
931,2,2025-05-23 12:34:15,4.94,card,completed
932,1,2025-05-23 13:49:55,6.00,applepay,completed
933,1,2025-05-23 16:24:12,15.70,card,completed
934,2,2025-05-23 19:36:06,0.00,applepay,voided
935,4,2025-05-23 18:14:47,6.53,applepay,completed
