transactionitemid,transactionid,productid,quantity,unitprice
1154,624,9,2,5.20
1155,625,3,1,5.30
1156,626,7,1,4.41
1157,626,8,1,4.66
1158,627,1,1,4.88
1159,627,16,1,0.69
1160,628,4,2,5.99
1161,629,6,2,4.92
1162,630,15,1,5.32
1163,630,16,1,0.67
1164,630,16,1,0.69
1165,631,5,1,5.49
1166,632,7,2,4.41
1167,633,3,1,5.59
1168,633,11,1,5.27
1169,634,3,1,5.33
1170,635,9,1,5.35
1171,636,2,1,5.51
1172,637,15,1,5.14
1173,637,2,1,5.32
1174,638,1,2,4.89
1175,639,10,2,5.33
1176,639,12,1,5.22
1177,639,12,2,5.23
1178,640,4,1,5.94
1179,640,1,1,4.95
1180,641,14,1,5.52
1181,642,3,1,5.54
1182,643,10,1,5.30
1183,643,6,1,4.90
1184,644,10,1,5.40
1185,644,3,1,5.32
1186,645,2,1,5.27
1187,646,4,1,5.84
1188,647,14,1,5.41
1189,648,12,1,5.12
1190,649,12,1,5.13
1191,650,3,2,5.59
1192,651,16,1,0.67
1193,651,14,1,5.43
1194,652,3,1,5.36
1195,652,16,1,0.68
1196,653,13,1,5.92
1197,654,4,1,5.93
1198,654,14,1,5.50
1199,655,14,1,5.51
1200,655,11,1,5.24
1201,656,5,2,5.36
1202,657,15,2,5.22
1203,657,15,1,5.40
1204,657,16,1,0.70
1205,658,9,2,5.09
1206,658,3,1,5.33
1207,659,9,2,5.36
1208,659,3,1,5.48
1209,659,16,1,0.70
1210,660,4,1,5.79
1211,661,7,1,4.47
1212,662,8,1,4.73
1213,662,16,1,0.69
1214,663,14,1,5.46
1215,663,10,1,5.19
1216,664,10,1,5.32
1217,664,3,1,5.39
1218,664,5,1,5.32
1219,665,15,1,5.17
1220,665,9,1,5.26
1221,666,2,1,5.47
1222,666,3,1,5.42
1223,666,16,1,0.69
1224,666,16,1,0.66
1225,667,9,1,5.35
1226,668,2,1,5.59
1227,668,9,1,5.31
1228,669,12,1,5.21
1229,669,9,2,5.30
1230,670,10,1,5.33
1231,671,6,2,4.84
1232,672,13,2,5.74
1233,672,13,1,5.89
1234,672,15,1,5.26
1235,672,1,1,5.03
1236,673,15,1,5.27
1237,674,3,1,5.51
1238,674,16,1,0.68
1239,675,2,1,5.49
1240,675,16,1,0.68
1241,676,9,1,5.21
1242,677,3,1,5.28
1243,678,8,1,4.90
1244,678,13,1,5.82
1245,678,16,1,0.68
1246,679,9,1,5.21
1247,680,5,1,5.37
1248,680,16,1,0.68
1249,681,5,1,5.52
1250,682,7,1,4.57
1251,682,5,1,5.40
1252,682,11,2,5.12
1253,683,8,1,4.74
1254,684,8,1,4.85
1255,685,1,2,4.84
1256,685,15,1,5.22
1257,685,16,1,0.66
1258,687,10,1,5.35
1259,688,14,2,5.50
1260,689,12,2,5.34
1261,689,14,1,5.55
1262,689,14,2,5.47
1263,689,16,1,0.70
1264,690,4,1,5.74
1265,690,11,1,5.22
1266,691,5,1,5.52
1267,692,15,1,5.13
1268,692,2,1,5.50
1269,693,14,1,5.36
1270,693,3,1,5.53
1271,693,2,1,5.53
1272,694,5,1,5.39
1273,695,15,1,5.29
1274,695,7,2,4.61
1275,695,16,1,0.69
1276,696,6,1,4.87
1277,696,2,1,5.41
1278,697,14,1,5.43
1279,698,13,1,6.00
1280,699,12,1,5.37
1281,700,6,1,4.93
1282,700,4,1,5.82
1283,701,3,2,5.27
1284,701,2,2,5.55
1285,701,15,1,5.33
1286,702,11,1,5.17
1287,703,1,1,5.12
1288,704,12,1,5.25
1289,704,10,1,5.33
1290,704,11,1,5.24
1291,705,15,1,5.21
1292,706,7,1,4.60
1293,706,2,1,5.47
1294,706,1,1,4.84
1295,706,1,1,4.95
1296,707,1,2,5.09
1297,707,16,1,0.66
1298,708,13,1,5.79
1299,708,1,1,4.86
1300,708,3,1,5.49
1301,709,4,1,5.95
1302,710,9,1,5.22
1303,710,11,1,5.21
1304,711,3,1,5.45
1305,712,4,1,6.02
1306,713,13,1,5.73
1307,713,14,1,5.27
1308,714,1,1,4.90
1309,714,12,1,5.16
1310,715,13,2,5.83
1311,716,9,1,5.34
1312,717,2,1,5.42
1313,718,10,2,5.33
1314,719,5,2,5.31
1315,720,15,1,5.40
1316,720,1,1,4.83
1317,721,6,2,4.65
1318,721,7,1,4.55
1319,721,5,1,5.48
1320,721,16,1,0.67
1321,723,4,1,5.74
1322,723,16,1,0.69
1323,724,4,1,5.83
1324,725,12,1,5.35
1325,725,8,1,4.75
1326,726,10,1,5.33
1327,726,10,1,5.10
1328,727,15,1,5.28
1329,727,10,1,5.28
1330,728,8,1,4.91
1331,729,4,1,6.05
1332,730,2,1,5.40
1333,731,11,1,5.36
1334,732,5,1,5.27
1335,732,16,1,0.68
1336,733,4,1,5.95
1337,734,2,1,5.29
1338,735,4,1,6.02
1339,735,7,1,4.55
1340,735,1,1,4.84
1341,736,1,1,4.99
1342,737,12,1,5.15
1343,737,8,1,4.70
1344,738,8,1,4.82
1345,738,10,1,5.32
1346,740,15,1,5.26
1347,740,5,1,5.58
1348,740,9,1,5.28
1349,740,5,1,5.53
1350,741,15,1,5.19
1351,741,2,1,5.52
1352,741,5,1,5.48
1353,742,2,1,5.58
1354,743,3,1,5.27
1355,744,10,1,5.26
1356,745,3,1,5.49
1357,745,16,2,0.69
1358,746,8,1,4.85
1359,746,4,2,5.94
1360,746,16,1,0.66
1361,747,5,1,5.47
1362,747,12,1,5.28
1363,747,16,1,0.69
1364,749,11,1,5.10
1365,749,16,1,0.70
1366,750,14,1,5.26
1367,750,16,1,0.69
1368,751,2,1,5.57
1369,752,1,1,5.03
1370,753,2,1,5.32
1371,754,1,1,5.08
1372,755,15,1,5.38
1373,756,6,2,4.68
1374,757,11,1,5.28
1375,758,6,1,4.82
1376,758,13,1,5.83
1377,758,16,1,0.67
1378,759,1,1,5.06
1379,760,12,2,5.22
1380,760,3,1,5.30
1381,760,16,1,0.67
1382,761,5,1,5.35
1383,761,3,1,5.51
1384,761,7,1,4.48
1385,762,9,1,5.21
1386,762,1,1,5.07
1387,762,8,1,4.88
1388,762,3,1,5.43
1389,763,11,1,5.31
1390,764,7,1,4.62
1391,764,16,1,0.66
1392,765,1,2,5.08
1393,766,3,1,5.31
1394,766,2,1,5.31
1395,767,11,1,5.13
1396,768,15,1,5.37
1397,768,6,1,4.74
1398,769,11,1,5.21
1399,770,11,1,5.21
1400,770,5,1,5.32
1401,771,2,2,5.36
1402,772,13,2,5.85
1403,772,16,1,0.66
1404,773,8,1,4.67
1405,774,6,1,4.72
1406,774,9,1,5.13
1407,775,2,1,5.40
1408,776,5,1,5.39
1409,776,2,1,5.55
1410,777,1,2,5.11
1411,777,5,1,5.32
1412,777,5,1,5.36
1413,778,2,2,5.56
1414,779,4,1,5.96
1415,779,6,1,4.80
1416,779,10,1,5.35
1417,780,12,1,5.24
1418,781,13,2,5.86
1419,782,3,1,5.33
1420,782,9,1,5.11
1421,783,2,1,5.54
1422,783,16,1,0.66
1423,784,16,2,0.67
1424,784,1,2,5.10
1425,784,6,1,4.65
1426,784,16,1,0.69
1427,785,4,1,5.84
1428,785,9,1,5.27
1429,786,5,2,5.28
1430,786,1,1,4.91
1431,787,6,2,4.65
1432,787,8,1,4.66
1433,787,16,1,0.67
1434,788,3,2,5.58
1435,789,3,1,5.47
1436,790,2,1,5.33
1437,790,13,1,5.83
1438,791,15,1,5.24
1439,791,1,1,5.07
1440,791,9,2,5.40
1441,792,10,1,5.40
1442,793,13,1,6.05
1443,793,10,1,5.21
1444,794,9,1,5.11
1445,795,1,1,4.98
1446,795,11,1,5.29
1447,795,9,1,5.25
1448,796,9,1,5.31
1449,796,8,1,4.65
1450,797,8,1,4.72
1451,797,16,1,0.70
1452,798,1,1,4.92
1453,799,8,1,4.69
1454,801,2,1,5.32
1455,801,2,2,5.57
1456,801,10,1,5.25
1457,802,3,2,5.58
1458,802,14,1,5.35
1459,802,8,2,4.84
1460,803,4,1,5.81
1461,804,3,1,5.32
1462,804,2,1,5.38
1463,805,2,2,5.41
1464,806,12,1,5.40
1465,807,10,1,5.19
1466,807,13,1,5.70
1467,808,8,1,4.86
1468,808,3,2,5.54
1469,808,4,1,6.04
1470,809,4,1,5.78
1471,809,15,2,5.38
1472,809,6,2,4.86
1473,809,16,1,0.69
1474,810,1,1,4.98
1475,810,10,1,5.13
1476,810,16,1,0.70
1477,811,4,1,5.80
1478,811,16,1,0.68
1479,812,14,1,5.55
1480,812,11,1,5.27
1481,812,16,1,0.69
1482,813,3,1,5.49
1483,813,16,1,0.66
1484,814,11,1,5.25
1485,815,3,1,5.53
1486,815,4,1,5.75
1487,816,4,1,5.78
1488,816,1,1,5.06
1489,816,13,1,5.72
1490,816,11,1,5.32
1491,817,1,1,5.02
1492,818,2,1,5.34
1493,819,3,1,5.40
1494,820,1,1,4.97
1495,821,14,1,5.28
1496,821,16,1,0.70
1497,822,3,1,5.51
1498,823,5,1,5.44
1499,824,14,1,5.51
1500,824,4,1,6.02
1501,824,15,1,5.35
1502,825,2,2,5.26
1503,825,12,1,5.14
1504,826,2,1,5.32
1505,826,3,1,5.54
1506,827,4,2,6.00
1507,827,16,1,0.70
1508,828,1,1,4.91
1509,828,9,1,5.35
1510,829,2,1,5.49
1511,829,5,2,5.51
1512,830,7,1,4.65
1513,831,7,1,4.60
1514,831,2,1,5.53
1515,831,9,1,5.18
1516,831,5,2,5.56
1517,831,16,1,0.70
1518,832,6,1,4.84
1519,833,2,2,5.59
1520,833,15,1,5.23
1521,833,8,1,4.84
1522,834,14,2,5.53
1523,835,2,1,5.32
1524,835,1,1,4.91
1525,836,8,1,4.73
1526,836,16,1,0.69
1527,836,3,1,5.46
1528,836,16,1,0.70
1529,837,1,1,5.00
1530,838,3,2,5.32
1531,838,1,1,5.02
1532,838,5,1,5.44
1533,839,12,1,5.32
1534,840,1,1,4.97
1535,840,9,2,5.23
1536,841,9,1,5.37
1537,841,14,1,5.44
1538,843,3,1,5.27
1539,843,8,1,4.88
1540,844,9,1,5.28
1541,844,8,1,4.74
1542,845,3,1,5.45
1543,845,14,1,5.56
1544,845,13,1,5.80
1545,846,1,2,5.04
1546,846,16,1,0.67
1547,847,12,1,5.21
1548,847,5,1,5.56
1549,848,3,1,5.32
1550,848,3,1,5.47
1551,849,16,1,0.69
1552,849,6,1,4.89
1553,850,15,1,5.13
1554,850,16,1,0.69
1555,851,14,1,5.32
1556,852,15,1,5.14
1557,852,16,1,0.68
1558,853,6,1,4.83
1559,854,2,1,5.54
1560,854,15,1,5.40
1561,855,6,2,4.79
1562,856,2,1,5.30
1563,857,13,1,5.81
1564,858,12,1,5.14
1565,858,4,1,5.87
1566,859,15,1,5.36
1567,859,11,2,5.24
1568,859,16,1,0.67
1569,860,2,1,5.36
1570,861,3,1,5.41
1571,862,12,1,5.26
1572,862,9,1,5.15
1573,862,11,1,5.15
1574,863,3,1,5.55
1575,864,2,2,5.59
1576,865,3,2,5.55
1577,865,3,1,5.57
1578,865,16,1,0.67
1579,866,2,1,5.57
1580,867,3,1,5.39
1581,868,2,1,5.55
1582,868,11,1,5.33
1583,868,16,1,0.67
1584,869,1,1,5.10
1585,870,11,1,5.33
1586,871,1,2,4.96
1587,871,5,1,5.57
1588,872,1,1,4.88
1589,873,2,1,5.31
1590,874,5,1,5.56
1591,874,4,1,6.03
1592,875,6,1,4.77
1593,875,9,2,5.36
1594,875,4,1,5.79
1595,875,16,1,0.67
1596,876,14,1,5.38
1597,877,8,1,4.89
1598,878,3,2,5.51
1599,879,12,1,5.22
1600,879,4,1,5.72
1601,879,16,1,0.67
1602,880,4,1,5.86
1603,881,6,1,4.73
1604,881,16,1,0.67
1605,882,14,1,5.38
1606,882,2,1,5.56
1607,883,2,1,5.49
1608,884,5,1,5.47
1609,884,10,1,5.33
1610,884,11,1,5.09
1611,885,4,1,5.88
1612,886,3,2,5.57
1613,887,4,1,5.85
1614,887,2,1,5.58
1615,887,14,1,5.51
1616,887,4,1,5.72
1617,888,12,1,5.34
1618,888,16,1,0.69
1619,889,4,1,5.77
1620,890,5,1,5.32
1621,891,11,1,5.16
1622,891,16,1,0.69
1623,892,7,1,4.42
1624,892,16,1,0.69
1625,893,6,1,4.75
1626,893,8,1,4.84
1627,893,13,1,5.87
1628,894,10,1,5.16
1629,895,11,1,5.29
1630,896,6,1,4.74
1631,896,10,1,5.18
1632,896,4,1,5.82
1633,896,16,1,0.67
1634,897,1,1,4.97
1635,897,11,1,5.19
1636,897,6,1,4.72
1637,897,4,1,5.83
1638,898,9,1,5.27
1639,898,16,1,0.69
1640,899,14,1,5.50
1641,899,12,1,5.22
1642,900,9,1,5.25
1643,900,16,1,0.69
1644,901,16,1,0.67
1645,901,2,2,5.44
1646,901,2,1,5.29
1647,902,10,2,5.11
1648,902,12,1,5.18
1649,902,15,1,5.10
1650,903,2,1,5.39
1651,904,8,1,4.84
1652,905,8,1,4.70
1653,906,11,1,5.38
1654,907,13,1,5.87
1655,908,4,1,5.93
1656,908,5,1,5.44
1657,908,7,1,4.45
1658,909,6,1,4.79
1659,910,12,1,5.16
1660,911,4,1,5.81
1661,911,16,1,0.67
1662,912,5,1,5.51
1663,912,16,1,0.68
1664,913,11,1,5.32
1665,913,10,1,5.32
1666,913,11,1,5.31
1667,913,9,1,5.32
1668,913,16,1,0.68
1669,914,9,1,5.23
1670,915,13,1,5.94
1671,915,16,1,0.67
1672,916,6,2,4.74
1673,916,15,1,5.18
1674,916,11,2,5.16
1675,916,4,1,5.81
1676,916,16,1,0.68
1677,917,7,1,4.65
1678,918,4,1,5.90
1679,918,9,2,5.17
1680,918,12,1,5.21
1681,919,7,2,4.46
1682,920,12,1,5.27
1683,921,5,1,5.54
1684,921,14,1,5.34
1685,922,9,2,5.11
1686,923,10,1,5.23
1687,923,16,1,0.70
1688,924,3,1,5.41
1689,924,16,1,0.69
1690,925,14,1,5.54
1691,926,5,1,5.48
1692,926,7,1,4.49
1693,926,1,1,4.91
1694,926,16,1,0.69
1695,927,16,1,0.69
1696,927,13,1,5.89
1697,927,2,1,5.53
1698,928,4,1,5.70
1699,928,16,1,0.67
1700,929,8,1,4.82
1701,929,8,1,4.88
1702,930,8,2,4.75
1703,931,1,1,4.94
1704,932,13,1,6.00
1705,933,2,1,5.56
1706,933,9,1,5.29
1707,933,1,1,4.85
1708,935,4,1,5.87
1709,935,16,1,0.66
1710,936,4,1,5.99
1711,937,1,1,4.98
1712,937,2,1,5.48
1713,937,7,1,4.42
1714,938,1,1,5.12
1715,939,4,2,5.90
1716,940,1,1,5.03
1717,940,11,1,5.27
1718,940,1,1,4.97
1719,940,16,1,0.68
1720,941,4,2,5.78
1721,943,11,1,5.17
1722,944,4,2,5.98
1723,944,5,1,5.32
1724,945,3,1,5.35
1725,945,3,1,5.36
1726,945,16,1,0.69
1727,946,15,1,5.18
1728,947,2,1,5.40
1729,950,7,1,4.65
1730,950,11,1,5.38
1731,951,1,1,5.04
1732,951,15,1,5.11
1733,952,2,1,5.41
1734,952,2,1,5.28
1735,952,1,1,5.11
1736,952,2,1,5.51
1737,953,14,1,5.27
1738,954,16,1,0.69
1739,954,7,1,4.59
1740,955,9,1,5.38
1741,955,4,1,5.70
1742,955,14,1,5.33
1743,956,10,2,5.27
1744,957,9,1,5.22
1745,958,3,2,5.42
1746,958,14,1,5.57
1747,959,11,1,5.23
1748,960,1,1,4.88
1749,960,10,1,5.35
1750,961,14,1,5.34
1751,961,11,1,5.37
1752,962,2,1,5.38
1753,963,10,1,5.30
1754,963,3,1,5.35
1755,964,3,1,5.48
1756,964,10,1,5.23
1757,964,1,1,5.11
1758,965,1,1,5.04
1759,966,10,2,5.24
1760,967,10,1,5.15
1761,967,16,1,0.68
1762,968,5,1,5.57
1763,968,15,1,5.31
1764,968,11,1,5.15
1765,970,1,1,5.05
1766,971,5,1,5.57
1767,972,11,1,5.23
1768,973,15,1,5.20
1769,974,12,1,5.13
1770,975,15,1,5.13
1771,975,15,1,5.26
1772,975,16,1,0.67
1773,976,9,2,5.24
1774,976,1,2,4.94
1775,977,8,1,4.72
1776,977,4,2,5.93
1777,978,8,1,4.82
1778,979,10,1,5.40
1779,980,4,1,5.78
1780,980,9,2,5.10
1781,980,5,1,5.37
1782,981,5,2,5.33
1783,982,5,2,5.48
1784,983,16,1,0.69
1785,983,12,1,5.19
1786,984,3,1,5.41
1787,984,16,1,0.66
1788,985,13,1,5.73
1789,985,5,1,5.50
1790,985,3,1,5.44
1791,985,11,1,5.26
1792,986,11,1,5.36
1793,986,6,1,4.79
1794,986,7,1,4.59
1795,987,7,1,4.57
1796,988,1,1,4.83
1797,988,3,1,5.53
1798,988,16,1,0.67
1799,989,4,1,6.04
1800,990,13,1,5.89
1801,991,5,1,5.35
1802,991,12,1,5.31
1803,991,3,1,5.58
1804,992,4,1,5.89
1805,993,12,1,5.34
1806,994,8,1,4.83
1807,995,1,1,5.07
1808,995,6,1,4.85
1809,996,15,2,5.40
1810,998,5,1,5.41
1811,999,3,1,5.54
1812,1000,9,1,5.16
1813,1000,7,1,4.46
1814,1000,16,1,0.69
1815,1001,9,1,5.24
1816,1001,11,1,5.22
1817,1001,16,1,0.67
1818,1002,1,1,5.08
1819,1003,7,1,4.41
1820,1003,16,1,0.67
1821,1004,11,1,5.26
1822,1005,1,2,4.85
1823,1006,10,1,5.36
1824,1006,10,1,5.10
1825,1006,7,1,4.65
1826,1006,4,1,5.74
1827,1007,12,1,5.35
1828,1008,6,1,4.85
1829,1009,1,1,4.85
1830,1010,15,1,5.14
1831,1010,16,1,0.67
1832,1011,2,2,5.42
1833,1011,15,2,5.34
1834,1012,3,2,5.51
1835,1012,1,1,5.04
1836,1013,2,1,5.31
1837,1014,12,1,5.40
1838,1014,3,1,5.32
1839,1015,7,1,4.45
1840,1015,3,2,5.42
1841,1016,4,1,5.77
1842,1017,3,1,5.40
1843,1019,2,1,5.27
1844,1020,12,1,5.13
1845,1020,2,1,5.28
1846,1021,1,1,4.89
1847,1022,15,2,5.25
1848,1022,9,1,5.26
1849,1023,4,1,5.99
1850,1023,4,1,5.71
1851,1024,3,1,5.30
1852,1024,11,1,5.15
1853,1024,1,1,4.97
1854,1025,8,1,4.91
1855,1025,16,1,0.66
1856,1026,13,1,5.95
1857,1027,4,1,5.72
1858,1028,9,1,5.19
1859,1028,12,2,5.32
1860,1028,14,1,5.40
1861,1029,4,2,5.86
1862,1029,14,1,5.39
1863,1029,7,1,4.59
1864,1029,12,2,5.14
1865,1029,16,1,0.70
1866,1030,2,1,5.45
1867,1030,16,1,0.67
1868,1031,6,1,4.82
1869,1032,3,1,5.29
1870,1032,11,1,5.18
1871,1032,8,1,4.79
1872,1032,16,1,0.70
1873,1033,2,1,5.45
1874,1034,2,2,5.53
1875,1034,9,1,5.13
1876,1034,16,1,0.68
1877,1035,9,1,5.13
1878,1036,13,1,5.97
1879,1036,16,1,0.69
1880,1037,8,2,4.74
1881,1037,10,1,5.28
1882,1037,16,1,0.66
1883,1038,9,1,5.29
1884,1038,11,1,5.14
1885,1038,16,1,0.68
1886,1039,9,1,5.32
1887,1040,5,1,5.48
1888,1041,3,1,5.53
1889,1042,16,1,0.68
1890,1042,14,1,5.30
1891,1043,10,1,5.20
1892,1043,4,1,6.04
1893,1043,5,1,5.41
1894,1044,5,1,5.28
1895,1044,5,1,5.41
1896,1045,2,1,5.26
1897,1046,3,2,5.51
1898,1047,1,1,5.07
1899,1047,16,1,0.67
1900,1047,1,1,5.04
1901,1048,14,1,5.45
1902,1049,3,2,5.32
1903,1050,2,1,5.29
1904,1050,9,1,5.29
1905,1051,12,1,5.28
1906,1051,10,1,5.14
1907,1051,4,1,5.99
1908,1052,1,1,4.94
1909,1053,4,1,5.80
1910,1054,9,1,5.24
1911,1055,4,1,5.70
1912,1055,10,2,5.09
1913,1056,1,1,5.08
1914,1056,13,1,5.96
1915,1057,14,1,5.41
1916,1058,5,1,5.59
1917,1059,16,1,0.68
1918,1059,14,1,5.57
1919,1059,2,1,5.27
1920,1060,9,2,5.30
1921,1061,3,1,5.47
1922,1061,16,1,0.68
1923,1062,3,1,5.35
1924,1062,3,1,5.58
1925,1063,6,1,4.78
1926,1063,16,1,0.66
1927,1064,13,1,5.76
1928,1064,3,1,5.28
1929,1065,14,1,5.39
1930,1066,6,1,4.84
1931,1067,3,1,5.51
1932,1068,4,1,5.89
1933,1068,16,1,0.69
1934,1069,14,1,5.37
1935,1070,10,2,5.39
1936,1071,5,1,5.58
1937,1071,16,1,0.69
1938,1072,10,1,5.32
1939,1072,16,1,0.67
1940,1073,12,1,5.28
1941,1073,10,1,5.12
1942,1074,12,1,5.12
1943,1075,8,1,4.79
1944,1075,4,2,5.83
1945,1075,16,1,0.67
1946,1077,3,2,5.31
1947,1077,8,1,4.90
1948,1078,10,1,5.10
1949,1079,1,1,5.12
1950,1080,12,1,5.31
1951,1081,1,1,4.86
1952,1081,12,1,5.36
1953,1082,5,1,5.28
1954,1083,7,1,4.55
1955,1084,12,1,5.10
1956,1084,3,1,5.50
1957,1084,1,1,4.85
1958,1085,2,1,5.32
1959,1085,12,2,5.31
1960,1085,16,1,0.67
1961,1085,16,1,0.68
1962,1086,1,1,5.09
1963,1087,9,1,5.11
1964,1087,16,1,0.66
1965,1088,4,1,5.93
1966,1088,2,1,5.38
1967,1089,1,1,4.87
1968,1090,5,1,5.33
1969,1091,10,1,5.34
1970,1092,15,1,5.31
1971,1093,9,1,5.14
1972,1094,6,1,4.65
1973,1094,7,2,4.60
1974,1095,13,1,5.89
1975,1096,11,1,5.10
1976,1096,1,1,5.01
1977,1097,7,2,4.43
1978,1097,16,1,0.68
1979,1098,11,1,5.32
1980,1099,16,1,0.69
1981,1099,15,2,5.33
1982,1100,1,1,5.09
1983,1100,2,1,5.39
1984,1101,2,1,5.48
1985,1101,2,1,5.48
1986,1102,14,1,5.35
1987,1102,16,1,0.69
1988,1103,13,2,5.89
1989,1104,15,2,5.23
1990,1105,14,1,5.35
1991,1106,9,1,5.31
1992,1106,16,1,0.67
1993,1107,3,1,5.48
1994,1108,4,1,5.71
1995,1109,1,1,5.01
1996,1110,13,1,5.81
1997,1111,6,1,4.83
1998,1111,16,1,0.67
1999,1112,12,1,5.20
2000,1112,1,2,5.05
2001,1113,16,1,0.69
2002,1113,1,1,4.87
2003,1114,2,1,5.47
2004,1115,4,1,5.85
2005,1116,2,1,5.37
2006,1117,13,1,5.87
2007,1118,3,1,5.32
2008,1118,7,2,4.42
2009,1119,11,1,5.29
2010,1119,16,1,0.69
2011,1120,10,1,5.13
2012,1120,9,1,5.32
2013,1120,16,1,0.67
2014,1121,2,1,5.36
2015,1122,15,1,5.16
2016,1123,6,1,4.81
2017,1123,15,1,5.27
2018,1124,1,2,4.98
2019,1125,7,2,4.44
2020,1126,14,1,5.56
2021,1126,5,1,5.41
2022,1126,5,1,5.51
2023,1127,1,2,4.90
2024,1127,8,1,4.70
2025,1128,14,2,5.37
2026,1129,14,1,5.27
2027,1130,10,2,5.13
2028,1131,5,1,5.31
2029,1131,16,1,0.68
2030,1132,1,1,5.12
2031,1132,2,1,5.41
2032,1133,5,1,5.46
2033,1133,14,1,5.48
2034,1133,8,1,4.80
2035,1134,3,1,5.32
2036,1134,6,1,4.66
2037,1134,16,1,0.66
2038,1135,9,1,5.29
2039,1136,8,1,4.72
2040,1136,3,1,5.51
2041,1136,5,1,5.42
2042,1137,12,1,5.19
2043,1137,2,1,5.33
2044,1138,16,1,0.68
2045,1139,8,1,4.82
2046,1140,15,1,5.25
2047,1140,6,1,4.65
2048,1140,9,1,5.21
2049,1141,6,1,4.81
2050,1142,2,1,5.37
2051,1142,9,1,5.14
2052,1142,16,1,0.69
2053,1143,3,1,5.34
2054,1144,7,1,4.49
2055,1145,5,1,5.28
2056,1145,5,2,5.32
2057,1146,13,1,5.98
2058,1147,2,1,5.42
2059,1147,11,1,5.32
2060,1148,5,1,5.38
2061,1148,9,1,5.19
2062,1148,7,1,4.65
2063,1148,16,1,0.67
2064,1149,9,1,5.20
2065,1150,7,1,4.44
2066,1150,16,1,0.69
2067,1151,5,2,5.35
2068,1152,9,2,5.13
2069,1152,16,1,0.67
2070,1153,2,1,5.58
2071,1153,1,1,4.84
2072,1154,6,1,4.73
2073,1154,2,1,5.35
2074,1154,16,1,0.69
2075,1155,9,1,5.22
2076,1156,16,1,0.67
2077,1157,1,1,4.87
2078,1157,16,1,0.67
2079,1158,15,1,5.35
2080,1158,16,1,0.68
2081,1159,9,1,5.37
2082,1159,2,1,5.33
2083,1160,13,1,5.90
2084,1160,7,1,4.62
2085,1160,16,1,0.70
2086,1161,5,2,5.57
2087,1162,5,1,5.43
2088,1163,5,1,5.35
2089,1163,16,1,0.68
2090,1164,8,1,4.77
2091,1164,2,2,5.35
2092,1164,8,1,4.65
2093,1164,9,1,5.33
2094,1165,10,1,5.36
2095,1165,16,1,0.69
2096,1166,8,1,4.66
2097,1167,16,1,0.70
2098,1168,10,1,5.32
2099,1168,2,1,5.37
2100,1169,1,2,4.86
2101,1170,1,1,4.87
2102,1171,6,1,4.65
2103,1171,12,1,5.29
2104,1171,16,1,0.67
2105,1172,1,1,5.12
2106,1172,16,1,0.66
2107,1173,1,1,4.85
2108,1173,8,1,4.85
2109,1173,5,1,5.57
2110,1173,16,1,0.66
2111,1174,10,1,5.32
2112,1175,10,1,5.40
2113,1176,3,1,5.40
2114,1177,16,1,0.70
2115,1179,15,1,5.12
2116,1179,11,1,5.14
2117,1180,1,1,5.00
2118,1180,6,1,4.76
2119,1180,16,1,0.67
2120,1181,3,1,5.32
2121,1182,1,1,4.88
2122,1182,2,1,5.46
2123,1183,5,1,5.27
2124,1183,15,1,5.26
2125,1183,8,1,4.70
2126,1183,16,1,0.67
2127,1184,16,1,0.66
2128,1185,9,1,5.27
2129,1186,11,1,5.35
2130,1187,11,1,5.35
2131,1187,2,1,5.47
2132,1187,7,1,4.45
2133,1188,15,1,5.32
2134,1189,14,1,5.50
2135,1189,5,1,5.44
2136,1190,16,1,0.66
2137,1191,4,1,5.79
2138,1191,11,1,5.14
2139,1191,10,1,5.18
2140,1192,3,1,5.53
2141,1192,2,2,5.35
2142,1193,9,1,5.34
2143,1193,4,1,5.99
2144,1194,10,1,5.19
2145,1195,1,1,5.06
2146,1195,16,1,0.68
2147,1197,2,1,5.49
2148,1198,7,1,4.54
2149,1198,1,1,4.89
2150,1199,9,1,5.29
2151,1200,16,1,0.70
2152,1201,4,2,5.99
2153,1201,16,1,0.69
2154,1202,2,1,5.44
2155,1202,16,1,0.68
2156,1203,1,2,5.01
2157,1203,2,1,5.44
2158,1203,1,1,5.05
2159,1203,10,1,5.22
2160,1204,3,1,5.36
2161,1204,16,1,0.67
2162,1205,6,2,4.73
2163,1206,13,1,5.82
2164,1207,15,2,5.37
2165,1207,16,1,0.68
2166,1208,4,1,5.81
2167,1208,8,1,4.93
2168,1208,16,1,0.69
2169,1209,2,1,5.58
2170,1209,10,2,5.16
2171,1210,3,1,5.47
2172,1210,10,1,5.22
2173,1210,10,2,5.21
2174,1210,1,2,5.08
2175,1211,13,1,5.80
2176,1212,10,1,5.15
2177,1212,10,1,5.23
2178,1213,8,2,4.83
2179,1213,16,1,0.67
2180,1214,15,1,5.40
2181,1214,7,1,4.65
2182,1214,10,1,5.40
2183,1215,1,1,4.88
2184,1215,2,1,5.41
2185,1216,4,1,5.71
2186,1216,3,1,5.31
2187,1217,9,2,5.22
2188,1218,12,2,5.19
2189,1219,4,1,5.75
2190,1220,12,1,5.32
2191,1220,16,1,0.68
2192,1221,16,1,0.67
2193,1221,3,1,5.47
2194,1221,7,1,4.53
2195,1222,7,1,4.46
2196,1223,1,1,4.94
2197,1223,3,2,5.45
2198,1223,16,1,0.68
